State,Station,Fiscal Year,Note,Value
Michigan,"Jackson, Michigan",2018,,23700
Michigan,"Holland, Michigan",2018,,36838
Michigan,"Grand Rapids, Michigan",2018,,40508
Michigan,"Flint, Michigan",2018,,28205
Michigan,"East Lansing, Michigan",2018,,69359
Michigan,"Durand, Michigan",2018,,13738
Michigan,"Dowagiac, Michigan",2018,,4975
Michigan,"Detroit, Michigan",2018,,66143
Michigan,"Dearborn, Michigan",2018,,73337
Michigan,"Battle Creek, Michigan",2018,,41757
Michigan,"Bangor, Michigan",2018,,4180
Michigan,"Ann Arbor, Michigan",2018,,158101
Michigan,"Albion, Michigan",2018,,883
Michigan,"Troy, Michigan",2019,,36450
Michigan,"St. Joseph/Benton Harbor, Michigan",2019,,14668
Michigan,"Royal Oak, Michigan",2019,,27615
Michigan,"Port Huron, Michigan",2019,,18482
Michigan,"Pontiac, Michigan",2019,,15299
Michigan,"Niles, Michigan",2019,,16586
Michigan,"New Buffalo, Michigan",2019,,26087
Michigan,"Lapeer, Michigan",2019,,9008
Michigan,"Kalamazoo, Michigan",2019,,114056
Michigan,"Jackson, Michigan",2019,,23639
Michigan,"Holland, Michigan",2019,,37292
Michigan,"Grand Rapids, Michigan",2019,,40593
Michigan,"Flint, Michigan",2019,,27881
Michigan,"East Lansing, Michigan",2019,,69210
Michigan,"Durand, Michigan",2019,,13622
Michigan,"Dowagiac, Michigan",2019,,4839
Michigan,"Detroit, Michigan",2019,,72059
Michigan,"Dearborn, Michigan",2019,,74480
Michigan,"Battle Creek, Michigan",2019,,40170
Michigan,"Bangor, Michigan",2019,,4584
Michigan,"Ann Arbor, Michigan",2019,,156462
Michigan,"Albion, Michigan",2019,,447
Michigan,"Troy, Michigan",2020,,17928
Michigan,"St. Joseph/Benton Harbor, Michigan",2020,,6717
Michigan,"Royal Oak, Michigan",2020,,13169
Michigan,"Port Huron, Michigan",2020,,8123
Michigan,"Pontiac, Michigan",2020,,8139
Michigan,"Niles, Michigan",2020,,9047
Michigan,"New Buffalo, Michigan",2020,,11328
Michigan,"Lapeer, Michigan",2020,,4940
Michigan,"Kalamazoo, Michigan",2020,,57958
Michigan,"Jackson, Michigan",2020,,11741
Michigan,"Holland, Michigan",2020,,17524
Michigan,"Grand Rapids, Michigan",2020,,21236
Michigan,"Flint, Michigan",2020,,15926
Michigan,"East Lansing, Michigan",2020,,38070
Michigan,"Durand, Michigan",2020,,6863
Michigan,"Dowagiac, Michigan",2020,,2453
Michigan,"Detroit, Michigan",2020,,39252
Michigan,"Dearborn, Michigan",2020,,36622
Michigan,"Battle Creek, Michigan",2020,,21026
Michigan,"Bangor, Michigan",2020,,2014
Michigan,"Ann Arbor, Michigan",2020,,77886
Michigan,"Albion, Michigan",2020,,1344
Michigan,"Troy, Michigan",2021,,10313
Michigan,"St. Joseph/Benton Harbor, Michigan",2021,,7931
Michigan,"Royal Oak, Michigan",2021,,8699
Michigan,"Port Huron, Michigan",2021,,5148
Michigan,"Pontiac, Michigan",2021,,5921
Michigan,"Niles, Michigan",2021,,7031
Michigan,"New Buffalo, Michigan",2021,,11541
Michigan,"Lapeer, Michigan",2021,,4232
Michigan,"Kalamazoo, Michigan",2021,,37097
Michigan,"Jackson, Michigan",2021,,7823
Michigan,"Holland, Michigan",2021,,17502
Michigan,"Grand Rapids, Michigan",2021,,24928
Michigan,"Flint, Michigan",2021,,17689
Michigan,"East Lansing, Michigan",2021,,32574
Michigan,"Durand, Michigan",2021,,5942
Michigan,"Dowagiac, Michigan",2021,,2322
Michigan,"Detroit, Michigan",2021,,29663
Michigan,"Dearborn, Michigan",2021,,26597
Michigan,"Battle Creek, Michigan",2021,,16716
Michigan,"Bangor, Michigan",2021,,2468
Michigan,"Ann Arbor, Michigan",2021,,46746
Michigan,"Albion, Michigan",2021,,1231
Michigan,"Troy, Michigan",2022,,25769
Michigan,"St. Joseph/Benton Harbor, Michigan",2022,,11741
Michigan,"Royal Oak, Michigan",2022,,20432
Michigan,"Port Huron, Michigan",2022,,10177
Michigan,"Pontiac, Michigan",2022,,12013
Michigan,"Niles, Michigan",2022,,13056
Michigan,"New Buffalo, Michigan",2022,,19564
Michigan,"Lapeer, Michigan",2022,,6831
Michigan,"Kalamazoo, Michigan",2022,,73613
Michigan,"Jackson, Michigan",2022,,15319
Michigan,"Holland, Michigan",2022,,28581
Michigan,"Grand Rapids, Michigan",2022,,40753
Michigan,"Flint, Michigan",2022,,23026
Michigan,"East Lansing, Michigan",2022,,59224
Michigan,"Durand, Michigan",2022,,9535
Michigan,"Dowagiac, Michigan",2022,,3878
Michigan,"Detroit, Michigan",2022,,54304
Michigan,"Dearborn, Michigan",2022,,52850
Michigan,"Battle Creek, Michigan",2022,,24581
Michigan,"Bangor, Michigan",2022,,3337
Michigan,"Ann Arbor, Michigan",2022,,122757
Michigan,"Albion, Michigan",2022,,1890
Minnesota,"Winona, Minnesota",2005,,10590
Minnesota,"Staples, Minnesota",2005,,2613
Minnesota,"St. Paul-Minneapolis, Minnesota",2005,,67507
Minnesota,"St. Cloud, Minnesota",2005,,5764
Minnesota,"Red Wing, Minnesota",2005,,4544
Minnesota,"Duluth, Minnesota",2005,,500
Minnesota,"Detroit Lakes, Minnesota",2005,,1707
Minnesota,"Winona, Minnesota",2010,,27124
Minnesota,"Staples, Minnesota",2010,,5157
Minnesota,"St. Paul-Minneapolis, Minnesota",2010,,128658
Minnesota,"St. Cloud, Minnesota",2010,,12459
Minnesota,"Red Wing, Minnesota",2010,,10691
Minnesota,"Detroit Lakes, Minnesota",2010,,4792
Minnesota,"Winona, Minnesota",2011,,23928
Minnesota,"Staples, Minnesota",2011,,5961
Minnesota,"St. Paul-Minneapolis, Minnesota",2011,,116785
Minnesota,"St. Cloud, Minnesota",2011,,10614
Minnesota,"Red Wing, Minnesota",2011,,8956
Minnesota,"Detroit Lakes, Minnesota",2011,,3917
Minnesota,"Winona, Minnesota",2012,,24458
Minnesota,"Staples, Minnesota",2012,,7931
Minnesota,"St. Paul-Minneapolis, Minnesota",2012,,120515
Minnesota,"St. Cloud, Minnesota",2012,,13740
Minnesota,"Red Wing, Minnesota",2012,,10289
Minnesota,"Detroit Lakes, Minnesota",2012,,4602
Minnesota,"Winona, Minnesota",2013,,23507
Minnesota,"Staples, Minnesota",2013,,6359
Minnesota,"St. Paul-Minneapolis, Minnesota",2013,,116991
Minnesota,"St. Cloud, Minnesota",2013,,13537
Minnesota,"Red Wing, Minnesota",2013,,9525
Minnesota,"Detroit Lakes, Minnesota",2013,,5103
Minnesota,"Winona, Minnesota",2014,,20318
Minnesota,"Staples, Minnesota",2014,,5624
Minnesota,"St. Paul-Minneapolis, Minnesota",2014,,94077
Minnesota,"St. Cloud, Minnesota",2014,,10431
Minnesota,"Red Wing, Minnesota",2014,,7587
Minnesota,"Detroit Lakes, Minnesota",2014,,4225
Minnesota,"Winona, Minnesota",2015,,18966
Minnesota,"Staples, Minnesota",2015,,5238
Minnesota,"St. Paul-Minneapolis, Minnesota",2015,,92090
Minnesota,"St. Cloud, Minnesota",2015,,9950
Minnesota,"Red Wing, Minnesota",2015,,8004
Minnesota,"Detroit Lakes, Minnesota",2015,,4383
Minnesota,"Winona, Minnesota",2016,,18893
Minnesota,"Staples, Minnesota",2016,,6120
Minnesota,"St. Paul-Minneapolis, Minnesota",2016,,96539
Minnesota,"St. Cloud, Minnesota",2016,,11457
Minnesota,"Red Wing, Minnesota",2016,,8390
Minnesota,"Detroit Lakes, Minnesota",2016,,5290
Minnesota,"Winona, Minnesota",2017,,17595
Minnesota,"Staples, Minnesota",2017,,5676
Minnesota,"St. Paul-Minneapolis, Minnesota",2017,,92271
Minnesota,"St. Cloud, Minnesota",2017,,10325
Minnesota,"Red Wing, Minnesota",2017,,8557
Minnesota,"Detroit Lakes, Minnesota",2017,,4667
Minnesota,"Winona, Minnesota",2018,,14711
Minnesota,"Staples, Minnesota",2018,,5723
Minnesota,"St. Paul-Minneapolis, Minnesota",2018,,85627
Minnesota,"St. Cloud, Minnesota",2018,,9566
Minnesota,"Red Wing, Minnesota",2018,,8263
Minnesota,"Detroit Lakes, Minnesota",2018,,4877
Minnesota,"Winona, Minnesota",2019,,13199
Minnesota,"Staples, Minnesota",2019,,6014
Minnesota,"St. Paul-Minneapolis, Minnesota",2019,,90961
Minnesota,"St. Cloud, Minnesota",2019,,9143
Minnesota,"Red Wing, Minnesota",2019,,7959
Minnesota,"Detroit Lakes, Minnesota",2019,,4697
Minnesota,"Winona, Minnesota",2020,,8378
Minnesota,"Staples, Minnesota",2020,,4050
Minnesota,"St. Paul-Minneapolis, Minnesota",2020,,48359
Minnesota,"St. Cloud, Minnesota",2020,,5953
Minnesota,"Red Wing, Minnesota",2020,,4695
Minnesota,"Detroit Lakes, Minnesota",2020,,3150
Minnesota,"Winona, Minnesota",2021,,7192
Minnesota,"Staples, Minnesota",2021,,4339
Minnesota,"St. Paul-Minneapolis, Minnesota",2021,,42662
Minnesota,"St. Cloud, Minnesota",2021,,5422
Minnesota,"Red Wing, Minnesota",2021,,3802
Minnesota,"Detroit Lakes, Minnesota",2021,,2410
Minnesota,"Winona, Minnesota",2022,,9282
Minnesota,"Staples, Minnesota",2022,,5363
Minnesota,"St. Paul-Minneapolis, Minnesota",2022,,59815
Minnesota,"St. Cloud, Minnesota",2022,,6156
Minnesota,"Red Wing, Minnesota",2022,,4878
Minnesota,"Detroit Lakes, Minnesota",2022,,3123
Mississippi,"Marks, Mississippi",2018,Service began 5/4/18,622
Mississippi,"Yazoo City, Mississippi",2005,,1300
Mississippi,"Picayune, Mississippi",2005,,736
Mississippi,"Pascagoula, Mississippi",2005,,137
Mississippi,"Meridian, Mississippi",2005,,5981
Mississippi,"McComb, Mississippi",2005,,2316
Mississippi,"Laurel, Mississippi",2005,,1813
Mississippi,"Jackson, Mississippi",2005,,15947
Mississippi,"Hazlehurst, Mississippi",2005,,558
Mississippi,"Hattiesburg, Mississippi",2005,,5185
Mississippi,"Gulfport, Mississippi",2005,,387
Mississippi,"Greenwood, Mississippi",2005,,5095
Mississippi,"Brookhaven, Mississippi",2005,,1955
Mississippi,"Biloxi, Mississippi",2005,,310
Mississippi,"Bay St. Louis, Mississippi",2005,,101
Mississippi,"Yazoo City, Mississippi",2010,,3869
Mississippi,"Picayune, Mississippi",2010,,2858
Mississippi,"Meridian, Mississippi",2010,,13923
Mississippi,"McComb, Mississippi",2010,,7586
Mississippi,"Laurel, Mississippi",2010,,5647
Mississippi,"Jackson, Mississippi",2010,,52307
Mississippi,"Hazlehurst, Mississippi",2010,,2635
Mississippi,"Hattiesburg, Mississippi",2010,,11868
Mississippi,"Greenwood, Mississippi",2010,,16455
Mississippi,"Brookhaven, Mississippi",2010,,5241
Mississippi,"Yazoo City, Mississippi",2011,,3626
Mississippi,"Picayune, Mississippi",2011,,3253
Mississippi,"Meridian, Mississippi",2011,,12989
Mississippi,"McComb, Mississippi",2011,,6979
Mississippi,"Laurel, Mississippi",2011,,5603
Mississippi,"Jackson, Mississippi",2011,,52127
Mississippi,"Hazlehurst, Mississippi",2011,,2163
Mississippi,"Hattiesburg, Mississippi",2011,,12771
Mississippi,"Greenwood, Mississippi",2011,,15151
Mississippi,"Brookhaven, Mississippi",2011,,5019
Mississippi,"Yazoo City, Mississippi",2012,,3323
Mississippi,"Picayune, Mississippi",2012,,2971
Mississippi,"Meridian, Mississippi",2012,,12120
Mississippi,"McComb, Mississippi",2012,,6685
Mississippi,"Laurel, Mississippi",2012,,5484
Mississippi,"Jackson, Mississippi",2012,,49804
Mississippi,"Hazlehurst, Mississippi",2012,,1960
Mississippi,"Hattiesburg, Mississippi",2012,,12951
Mississippi,"Greenwood, Mississippi",2012,,15648
Mississippi,"Brookhaven, Mississippi",2012,,4635
Mississippi,"Yazoo City, Mississippi",2013,,3772
Mississippi,"Picayune, Mississippi",2013,,2992
Mississippi,"Meridian, Mississippi",2013,,11500
Mississippi,"McComb, Mississippi",2013,,6496
Mississippi,"Laurel, Mississippi",2013,,5264
Mississippi,"Jackson, Mississippi",2013,,48327
Mississippi,"Hazlehurst, Mississippi",2013,,1728
Mississippi,"Hattiesburg, Mississippi",2013,,13056
Mississippi,"Greenwood, Mississippi",2013,,15730
Mississippi,"Brookhaven, Mississippi",2013,,4900
Mississippi,"Yazoo City, Mississippi",2014,,3764
Mississippi,"Picayune, Mississippi",2014,,2517
Mississippi,"Meridian, Mississippi",2014,,11275
Mississippi,"McComb, Mississippi",2014,,6464
Mississippi,"Laurel, Mississippi",2014,,4487
Mississippi,"Jackson, Mississippi",2014,,47295
Mississippi,"Hazlehurst, Mississippi",2014,,1994
Mississippi,"Hattiesburg, Mississippi",2014,,11448
Mississippi,"Greenwood, Mississippi",2014,,15065
Mississippi,"Brookhaven, Mississippi",2014,,5178
Mississippi,"Yazoo City, Mississippi",2015,,3784
Mississippi,"Picayune, Mississippi",2015,,2223
Mississippi,"Meridian, Mississippi",2015,,10863
Mississippi,"McComb, Mississippi",2015,,6377
Mississippi,"Laurel, Mississippi",2015,,3650
Mississippi,"Jackson, Mississippi",2015,,47900
Mississippi,"Hazlehurst, Mississippi",2015,,1926
Mississippi,"Hattiesburg, Mississippi",2015,,9940
Mississippi,"Greenwood, Mississippi",2015,,15294
Mississippi,"Brookhaven, Mississippi",2015,,5172
Mississippi,"Yazoo City, Mississippi",2016,,3811
Mississippi,"Picayune, Mississippi",2016,,2458
Mississippi,"Meridian, Mississippi",2016,,10179
Mississippi,"McComb, Mississippi",2016,,5665
Mississippi,"Laurel, Mississippi",2016,,3575
Mississippi,"Jackson, Mississippi",2016,,47443
Mississippi,"Hazlehurst, Mississippi",2016,,1574
Mississippi,"Hattiesburg, Mississippi",2016,,9552
Mississippi,"Greenwood, Mississippi",2016,,15053
Mississippi,"Brookhaven, Mississippi",2016,,4252
Mississippi,"Yazoo City, Mississippi",2017,,3587
Mississippi,"Picayune, Mississippi",2017,,2363
Mississippi,"Meridian, Mississippi",2017,,9417
Mississippi,"McComb, Mississippi",2017,,5033
Mississippi,"Laurel, Mississippi",2017,,3614
Mississippi,"Jackson, Mississippi",2017,,48678
Mississippi,"Hazlehurst, Mississippi",2017,,1660
Mississippi,"Hattiesburg, Mississippi",2017,,8588
Mississippi,"Greenwood, Mississippi",2017,,14471
Mississippi,"Brookhaven, Mississippi",2017,,4131
Mississippi,"Yazoo City, Mississippi",2018,,3185
Mississippi,"Picayune, Mississippi",2018,,2119
Mississippi,"Meridian, Mississippi",2018,,9090
Mississippi,"McComb, Mississippi",2018,,4770
Mississippi,"Laurel, Mississippi",2018,,3924
Mississippi,"Jackson, Mississippi",2018,,44645
Mississippi,"Hazlehurst, Mississippi",2018,,1326
Mississippi,"Hattiesburg, Mississippi",2018,,8685
Mississippi,"Greenwood, Mississippi",2018,,13907
Mississippi,"Brookhaven, Mississippi",2018,,4004
Mississippi,"Yazoo City, Mississippi",2019,,3158
Mississippi,"Picayune, Mississippi",2019,,1738
Mississippi,"Meridian, Mississippi",2019,,9173
Mississippi,"McComb, Mississippi",2019,,3602
Mississippi,"Marks, Mississippi",2019,,2542
Mississippi,"Laurel, Mississippi",2019,,3715
Mississippi,"Jackson, Mississippi",2019,,74248
Mississippi,"Hazlehurst, Mississippi",2019,,1045
Mississippi,"Hattiesburg, Mississippi",2019,,8326
Mississippi,"Greenwood, Mississippi",2019,,12306
Mississippi,"Brookhaven, Mississippi",2019,,2809
Mississippi,"Yazoo City, Mississippi",2020,,2130
Mississippi,"Picayune, Mississippi",2020,,1128
Mississippi,"Meridian, Mississippi",2020,,4860
Mississippi,"McComb, Mississippi",2020,,3178
Mississippi,"Marks, Mississippi",2020,,1871
Mississippi,"Laurel, Mississippi",2020,,2035
Mississippi,"Jackson, Mississippi",2020,,25020
Mississippi,"Hazlehurst, Mississippi",2020,,875
Mississippi,"Hattiesburg, Mississippi",2020,,4655
Mississippi,"Greenwood, Mississippi",2020,,8385
Mississippi,"Brookhaven, Mississippi",2020,,2449
Mississippi,"Yazoo City, Mississippi",2021,,1835
Mississippi,"Picayune, Mississippi",2021,,867
Mississippi,"Meridian, Mississippi",2021,,3478
Mississippi,"McComb, Mississippi",2021,,1906
Mississippi,"Marks, Mississippi",2021,,1804
Mississippi,"Laurel, Mississippi",2021,,1474
Mississippi,"Jackson, Mississippi",2021,,19917
Mississippi,"Hazlehurst, Mississippi",2021,,816
Mississippi,"Hattiesburg, Mississippi",2021,,3580
Mississippi,"Greenwood, Mississippi",2021,,7511
Mississippi,"Brookhaven, Mississippi",2021,,2037
Mississippi,"Yazoo City, Mississippi",2022,,2290
Mississippi,"Picayune, Mississippi",2022,,1022
Mississippi,"Meridian, Mississippi",2022,,4674
Mississippi,"McComb, Mississippi",2022,,2580
Mississippi,"Marks, Mississippi",2022,,2904
Mississippi,"Laurel, Mississippi",2022,,2054
Mississippi,"Jackson, Mississippi",2022,,24209
Mississippi,"Hazlehurst, Mississippi",2022,,956
Mississippi,"Hattiesburg, Mississippi",2022,,5083
Mississippi,"Greenwood, Mississippi",2022,,9293
Mississippi,"Brookhaven, Mississippi",2022,,2542
Missouri,"Washington, Missouri",2005,,5096
Missouri,"Warrensburg, Missouri",2005,,5026
Missouri,"St. Louis, Missouri",2005,,88189
Missouri,"Sedalia, Missouri",2005,,4904
Missouri,"Poplar Bluff, Missouri",2005,,1466
Missouri,"Lee’s Summit, Missouri",2005,,10122
Missouri,"La Plata, Missouri",2005,,4109
Missouri,"Kirkwood, Missouri",2005,,22056
Missouri,"Kansas City, Missouri",2005,,58907
Missouri,"Jefferson City, Missouri",2005,,20591
Missouri,"Independence, Missouri",2005,,2660
Missouri,"Hermann, Missouri",2005,,5073
Missouri,"Washington, Missouri",2010,,13211
Missouri,"Warrensburg, Missouri",2010,,13402
Missouri,"St. Louis, Missouri",2010,,321629
Missouri,"Sedalia, Missouri",2010,,11136
Missouri,"Poplar Bluff, Missouri",2010,,4688
Missouri,"Lee’s Summit, Missouri",2010,,26139
Missouri,"La Plata, Missouri",2010,,10990
Missouri,"Kirkwood, Missouri",2010,,48314
Missouri,"Kansas City, Missouri",2010,,142769
Missouri,"Jefferson City, Missouri",2010,,49371
Missouri,"Independence, Missouri",2010,,9128
Missouri,"Hermann, Missouri",2010,,12615
Missouri,"Washington, Missouri",2011,,13775
Missouri,"Warrensburg, Missouri",2011,,14352
Missouri,"St. Louis, Missouri",2011,,310859
Missouri,"Sedalia, Missouri",2011,,11409
Missouri,"Poplar Bluff, Missouri",2011,,5488
Missouri,"Lee’s Summit, Missouri",2011,,27647
Missouri,"La Plata, Missouri",2011,,10786
Missouri,"Kirkwood, Missouri",2011,,54912
Missouri,"Kansas City, Missouri",2011,,155479
Missouri,"Jefferson City, Missouri",2011,,48993
Missouri,"Independence, Missouri",2011,,9550
Missouri,"Hermann, Missouri",2011,,15255
Missouri,"Washington, Missouri",2012,,14289
Missouri,"Warrensburg, Missouri",2012,,16074
Missouri,"St. Louis, Missouri",2012,,353696
Missouri,"Sedalia, Missouri",2012,,12194
Missouri,"Poplar Bluff, Missouri",2012,,5938
Missouri,"Lee’s Summit, Missouri",2012,,30299
Missouri,"La Plata, Missouri",2012,,9820
Missouri,"Kirkwood, Missouri",2012,,57777
Missouri,"Kansas City, Missouri",2012,,161130
Missouri,"Jefferson City, Missouri",2012,,50282
Missouri,"Independence, Missouri",2012,,9809
Missouri,"Hermann, Missouri",2012,,17948
Missouri,"Washington, Missouri",2013,,15898
Missouri,"Warrensburg, Missouri",2013,,17189
Missouri,"St. Louis, Missouri",2013,,378146
Missouri,"Sedalia, Missouri",2013,,12322
Missouri,"Poplar Bluff, Missouri",2013,,5829
Missouri,"Lee’s Summit, Missouri",2013,,31074
Missouri,"La Plata, Missouri",2013,,10031
Missouri,"Kirkwood, Missouri",2013,,59770
Missouri,"Kansas City, Missouri",2013,,164859
Missouri,"Jefferson City, Missouri",2013,,50598
Missouri,"Independence, Missouri",2013,,9724
Missouri,"Hermann, Missouri",2013,,18568
Missouri,"Washington, Missouri",2014,,15604
Missouri,"Warrensburg, Missouri",2014,,18450
Missouri,"St. Louis, Missouri",2014,,350866
Missouri,"Sedalia, Missouri",2014,,11774
Missouri,"Poplar Bluff, Missouri",2014,,6017
Missouri,"Lee’s Summit, Missouri",2014,,29396
Missouri,"La Plata, Missouri",2014,,10655
Missouri,"Kirkwood, Missouri",2014,,58951
Missouri,"Kansas City, Missouri",2014,,157000
Missouri,"Jefferson City, Missouri",2014,,49608
Missouri,"Independence, Missouri",2014,,8991
Missouri,"Hermann, Missouri",2014,,20414
Missouri,"Washington, Missouri",2015,,15875
Missouri,"Warrensburg, Missouri",2015,,15656
Missouri,"St. Louis, Missouri",2015,,323150
Missouri,"Sedalia, Missouri",2015,,10986
Missouri,"Poplar Bluff, Missouri",2015,,5447
Missouri,"Lee’s Summit, Missouri",2015,,28831
Missouri,"La Plata, Missouri",2015,,11676
Missouri,"Kirkwood, Missouri",2015,,58375
Missouri,"Kansas City, Missouri",2015,,153770
Missouri,"Jefferson City, Missouri",2015,,43720
Missouri,"Independence, Missouri",2015,,8766
Missouri,"Hermann, Missouri",2015,,22377
Missouri,"Washington, Missouri",2016,,15753
Missouri,"Warrensburg, Missouri",2016,,13812
Missouri,"St. Louis, Missouri",2016,,333266
Missouri,"Sedalia, Missouri",2016,,9900
Missouri,"Poplar Bluff, Missouri",2016,,4764
Missouri,"Lee’s Summit, Missouri",2016,,26838
Missouri,"La Plata, Missouri",2016,,11877
Missouri,"Kirkwood, Missouri",2016,,55701
Missouri,"Kansas City, Missouri",2016,,153717
Missouri,"Jefferson City, Missouri",2016,,40847
Missouri,"Independence, Missouri",2016,,7973
Missouri,"Hermann, Missouri",2016,,24309
Missouri,"Arcadia, Missouri",2016,,0
Missouri,"Washington, Missouri",2017,,16112
Missouri,"Warrensburg, Missouri",2017,,13144
Missouri,"St. Louis, Missouri",2017,,365030
Missouri,"Sedalia, Missouri",2017,,9756
Missouri,"Poplar Bluff, Missouri",2017,,4900
Missouri,"Lee’s Summit, Missouri",2017,,27402
Missouri,"La Plata, Missouri",2017,,11876
Missouri,"Kirkwood, Missouri",2017,,58620
Missouri,"Kansas City, Missouri",2017,,160824
Missouri,"Jefferson City, Missouri",2017,,40269
Missouri,"Independence, Missouri",2017,,7321
Missouri,"Hermann, Missouri",2017,,25633
Missouri,"Arcadia, Missouri",2017,,1137
Missouri,"Washington, Missouri",2018,,15890
Missouri,"Warrensburg, Missouri",2018,,12046
Missouri,"St. Louis, Missouri",2018,,362172
Missouri,"Sedalia, Missouri",2018,,9289
Missouri,"Poplar Bluff, Missouri",2018,,4640
Missouri,"Lee’s Summit, Missouri",2018,,26811
Missouri,"La Plata, Missouri",2018,,11124
Missouri,"Kirkwood, Missouri",2018,,55213
Missouri,"Kansas City, Missouri",2018,,154170
Missouri,"Jefferson City, Missouri",2018,,39395
Missouri,"Independence, Missouri",2018,,6683
Missouri,"Hermann, Missouri",2018,,26037
Missouri,"Arcadia, Missouri",2018,,1018
Missouri,"Washington, Missouri",2019,,12917
Missouri,"Warrensburg, Missouri",2019,,10703
Missouri,"St. Louis, Missouri",2019,,354304
Missouri,"Sedalia, Missouri",2019,,8128
Missouri,"Poplar Bluff, Missouri",2019,,4266
Missouri,"Lee’s Summit, Missouri",2019,,24151
Missouri,"La Plata, Missouri",2019,,11487
Missouri,"Kirkwood, Missouri",2019,,48389
Missouri,"Kansas City, Missouri",2019,,153527
Missouri,"Jefferson City, Missouri",2019,,34757
Missouri,"Independence, Missouri",2019,,5553
Missouri,"Hermann, Missouri",2019,,23021
Missouri,"Arcadia, Missouri",2019,,1144
Missouri,"Washington, Missouri",2020,,7191
Missouri,"Warrensburg, Missouri",2020,,6135
Missouri,"St. Louis, Missouri",2020,,174773
Missouri,"Sedalia, Missouri",2020,,4612
Missouri,"Poplar Bluff, Missouri",2020,,3301
Missouri,"Lee’s Summit, Missouri",2020,,13979
Missouri,"La Plata, Missouri",2020,,6184
Missouri,"Kirkwood, Missouri",2020,,24650
Missouri,"Kansas City, Missouri",2020,,82590
Missouri,"Jefferson City, Missouri",2020,,20616
Missouri,"Independence, Missouri",2020,,3489
Missouri,"Hermann, Missouri",2020,,11790
Missouri,"Arcadia, Missouri",2020,,788
Missouri,"Washington, Missouri",2021,,5722
Missouri,"Warrensburg, Missouri",2021,,4836
Missouri,"St. Louis, Missouri",2021,,145840
Missouri,"Sedalia, Missouri",2021,,5341
Missouri,"Poplar Bluff, Missouri",2021,,2240
Missouri,"Lee’s Summit, Missouri",2021,,11634
Missouri,"La Plata, Missouri",2021,,4344
Missouri,"Kirkwood, Missouri",2021,,18451
Missouri,"Kansas City, Missouri",2021,,65461
Missouri,"Jefferson City, Missouri",2021,,18360
Missouri,"Independence, Missouri",2021,,3225
Missouri,"Hermann, Missouri",2021,,11418
Missouri,"Arcadia, Missouri",2021,,577
Missouri,"Washington, Missouri",2022,,9210
Missouri,"Warrensburg, Missouri",2022,,6103
Missouri,"St. Louis, Missouri",2022,,293338
Missouri,"Sedalia, Missouri",2022,,6558
Missouri,"Poplar Bluff, Missouri",2022,,2835
Missouri,"Lee’s Summit, Missouri",2022,,17215
Missouri,"La Plata, Missouri",2022,,6870
Missouri,"Kirkwood, Missouri",2022,,31063
Missouri,"Kansas City, Missouri",2022,,110232
Missouri,"Jefferson City, Missouri",2022,,25190
Missouri,"Independence, Missouri",2022,,4167
Missouri,"Hermann, Missouri",2022,,17007
Missouri,"Arcadia, Missouri",2022,,876
Montana,"Wolf Point, Montana",2005,,3893
Montana,"Whitefish, Montana",2005,,31038
Montana,"West Glacier, Montana",2005,,2416
Montana,"Shelby, Montana",2005,,7118
Montana,"Malta, Montana",2005,,1717
Montana,"Libby, Montana",2005,,2779
Montana,"Havre, Montana",2005,,7881
Montana,"Glasgow, Montana",2005,,3321
Montana,"Essex, Montana",2005,,1746
Montana,"East Glacier (summer only), Montana",2005,,5865
Montana,"Cut Bank, Montana",2005,,1169
Montana,"Browning (winter only), Montana",2005,,1284
Montana,"Wolf Point, Montana",2010,,6970
Montana,"Whitefish, Montana",2010,,66813
Montana,"West Glacier, Montana",2010,,7895
Montana,"Shelby, Montana",2010,,16534
Montana,"Malta, Montana",2010,,3372
Montana,"Libby, Montana",2010,,5342
Montana,"Havre, Montana",2010,,16077
Montana,"Glasgow, Montana",2010,,6075
Montana,"Essex, Montana",2010,,4746
Montana,"East Glacier (summer only), Montana",2010,,17652
Montana,"Cut Bank, Montana",2010,,3363
Montana,"Browning (winter only), Montana",2010,,1884
Montana,"Wolf Point, Montana",2011,,6059
Montana,"Whitefish, Montana",2011,,57823
Montana,"West Glacier, Montana",2011,,5018
Montana,"Shelby, Montana",2011,,13358
Montana,"Malta, Montana",2011,,2934
Montana,"Libby, Montana",2011,,5072
Montana,"Havre, Montana",2011,,14007
Montana,"Glasgow, Montana",2011,,4370
Montana,"Essex, Montana",2011,,3568
Montana,"East Glacier (summer only), Montana",2011,,11950
Montana,"Cut Bank, Montana",2011,,2985
Montana,"Browning (winter only), Montana",2011,,1834
Montana,"Wolf Point, Montana",2012,,8023
Montana,"Whitefish, Montana",2012,,66614
Montana,"West Glacier, Montana",2012,,6175
Montana,"Shelby, Montana",2012,,15501
Montana,"Malta, Montana",2012,,3466
Montana,"Libby, Montana",2012,,6626
Montana,"Havre, Montana",2012,,14198
Montana,"Glasgow, Montana",2012,,5563
Montana,"Essex, Montana",2012,,3354
Montana,"East Glacier (summer only), Montana",2012,,14886
Montana,"Cut Bank, Montana",2012,,3236
Montana,"Browning (winter only), Montana",2012,,2171
Montana,"Wolf Point, Montana",2013,,8019
Montana,"Whitefish, Montana",2013,,66840
Montana,"West Glacier, Montana",2013,,6434
